qid,arrival,start,finish,runtime,status
26479,8522.172,8567.0,8581.0,13.93,ok
25445,8378.721,8451.6,8617.0,165.37,ok
7587,8528.051,8617.0,8628.7,11.73,ok
26710,8522.964,8581.0,8668.1,87.1,ok
25788,8535.311,8668.1,8675.6,7.48,ok
13012,8485.045,8555.7,8687.3,131.64,ok
25397,8319.281,8408.3,8698.9,290.58,ok
25279,8533.67,8628.7,8706.9,78.2,ok
14075,8586.513,8706.9,8709.0,2.07,ok
10601,8558.326,8698.9,8713.1,14.15,ok
13237,8548.454,8687.3,8732.1,44.76,ok
10001,8606.996,8732.1,8747.9,15.84,ok
26210,8592.977,8709.0,8758.0,48.95,ok
26245,8605.165,8713.1,8760.3,47.19,ok
9421,8545.932,8675.6,8777.9,102.3,ok
10229,8611.893,8747.9,8794.6,46.74,ok
26281,8624.148,8760.3,8804.8,44.53,ok
26813,8672.956,8804.8,8835.2,30.39,ok
25631,8615.739,8758.0,8859.4,101.48,ok
26005,8689.814,8835.2,8863.3,28.05,ok
3955,8636.495,8777.9,8870.1,92.2,ok
25577,8702.018,8859.4,8881.4,21.96,ok
15078,8716.103,8863.3,8887.0,23.7,ok
11598,8658.374,8794.6,8892.0,97.31,ok
7787,8732.19,8870.1,8900.2,30.16,ok
11482,8750.367,8887.0,8900.4,13.41,ok
26614,8749.927,8881.4,8901.2,19.81,ok
26637,8776.713,8900.2,8921.3,21.04,ok
18457,8821.376,8901.2,8931.4,30.14,ok
12381,8755.155,8892.0,8942.0,50.02,ok
25934,8824.378,8921.3,8950.8,29.55,ok
10948,8826.697,8931.4,8958.8,27.48,ok
3924,8864.107,8958.8,8979.7,20.88,ok
26668,8842.763,8942.0,8983.8,41.8,ok
26027,8843.845,8950.8,8988.7,37.84,ok
11769,8917.639,8979.7,8991.6,11.87,ok
14051,8919.083,8983.8,8992.8,9.0,ok
4601,8946.569,8992.8,9023.9,31.14,ok
9173,8814.89,8900.4,9046.1,145.67,ok
12889,8930.423,8988.7,9054.4,65.73,ok
10653,8954.74,9046.1,9078.2,32.18,ok
14342,8960.622,9054.4,9081.2,26.82,ok
7609,8937.502,8991.6,9120.9,129.22,ok
25871,9049.01,9120.9,9137.3,16.48,ok
15348,9003.179,9078.2,9156.3,78.1,ok
4693,9051.547,9137.3,9167.7,30.34,ok
13216,8949.138,9023.9,9182.5,158.58,ok
12950,9073.375,9167.7,9186.9,19.24,ok
10260,9016.783,9081.2,9196.0,114.78,ok
26805,9083.433,9186.9,9196.1,9.14,ok
19186,9072.61,9156.3,9210.0,53.67,ok
26818,9113.741,9210.0,9214.0,4.0,ok
26382,9117.383,9214.0,9217.4,3.36,ok
26718,9105.72,9196.1,9226.2,30.12,ok
23470,9074.652,9182.5,9233.3,50.81,ok
5069,9128.156,9217.4,9234.9,17.51,ok
11512,9134.506,9226.2,9242.8,16.59,ok
18038,9136.269,9233.3,9257.0,23.66,ok
9618,9153.278,9234.9,9257.3,22.37,ok
17817,9166.767,9242.8,9257.3,14.52,ok
12982,9187.263,9257.3,9259.5,2.23,ok
4741,9249.714,9259.5,9274.6,15.08,ok
9000,9183.526,9257.3,9290.8,33.54,ok
25259,9091.708,9202.6,9306.2,103.56,ok
15906,9177.994,9276.8,9324.9,48.09,ok
18604,9250.559,9310.4,9359.5,49.15,ok
26327,9319.458,9340.8,9361.1,20.24,ok
8198,9297.585,9335.3,9370.2,34.85,ok
14018,9348.17,9370.2,9376.2,6.02,ok
22624,9341.127,9359.5,9389.4,29.9,ok
24675,9358.489,9376.2,9398.4,22.12,ok
8925,9366.938,9389.4,9410.7,21.23,ok
16115,9253.99,9326.6,9431.6,105.03,ok
17332,9369.013,9398.4,9455.3,56.89,ok
11399,9346.253,9361.1,9469.5,108.39,ok
13458,9396.615,9455.3,9476.7,21.39,ok
8793,9413.156,9469.5,9489.3,19.81,ok
26810,9427.304,9489.3,9499.3,9.95,ok
17875,9384.343,9431.6,9511.9,80.35,ok
15015,9456.224,9511.9,9535.2,23.2,ok
14674,9465.46,9535.2,9544.4,9.26,ok
26276,9466.676,9544.4,9550.8,6.42,ok
15049,9419.714,9476.7,9567.5,90.83,ok
25746,9472.309,9550.8,9573.4,22.53,ok
9547,9447.628,9499.3,9584.5,85.19,ok
8812,9503.826,9584.5,9609.0,24.53,ok
26112,9508.953,9609.0,9629.7,20.69,ok
26201,9488.495,9573.4,9637.3,63.93,ok
26294,9516.742,9629.7,9655.9,26.18,ok
11063,9567.551,9637.3,9673.3,35.99,ok
11968,9480.722,9567.5,9677.5,110.05,ok
15092,9614.617,9673.3,9694.9,21.61,ok
26115,9380.421,9410.7,9708.1,297.42,ok
17168,9623.862,9677.5,9718.0,40.47,ok
9990,9641.411,9694.9,9720.5,25.62,ok
10538,9648.149,9708.1,9732.7,24.61,ok
7660,9658.437,9720.5,9738.3,17.77,ok
25425,9674.692,9738.3,9752.4,14.07,ok
5216,9570.38,9655.9,9760.7,104.88,ok
14569,9656.758,9718.0,9770.9,52.87,ok
14203,9706.585,9760.7,9778.0,17.26,ok
25384,9675.921,9752.4,9779.4,26.97,ok
26144,9753.539,9779.4,9785.6,6.24,ok
26712,9730.887,9778.0,9787.8,9.8,ok
15832,9727.13,9770.9,9788.6,17.71,ok
14438,9769.776,9787.8,9798.6,10.76,ok
15077,9781.12,9796.6,9810.6,13.98,ok
25315,9806.81,9810.6,9820.3,9.74,ok
26214,9813.298,9860.9,9868.8,7.85,ok
11028,9860.929,9876.2,9891.3,15.12,ok
6531,9784.354,9854.6,9901.0,46.35,ok
4399,9878.879,9901.0,9918.9,17.97,ok
26658,9876.482,9891.3,9953.4,62.05,ok
26426,9884.942,9953.4,9977.7,24.29,ok
9057,9880.506,9918.9,9994.1,75.2,ok
26263,9890.288,9994.1,10004.8,10.69,ok
10795,9911.642,10004.8,10029.0,24.2,ok
10543,9887.8,9977.7,10039.0,61.27,ok
12343,9958.146,10039.0,10040.9,1.97,ok
25324,9972.977,10040.9,10045.1,4.14,ok
25409,9982.33,10045.1,10056.6,11.49,ok
26324,9994.773,10056.6,10064.9,8.31,ok
17034,10007.766,10064.9,10083.6,18.69,ok
7559,9912.817,10029.0,10089.7,60.66,ok
7436,10056.973,10089.7,10099.7,9.97,ok
25469,10072.423,10136.9,10145.2,8.3,ok
9876,10137.034,10145.2,10162.0,16.75,ok
15243,10142.89,10195.7,10196.7,0.96,ok
26720,10195.983,10196.7,10207.6,10.87,ok
26673,9754.731,9912.7,10216.7,303.99,ok
25527,10210.374,10216.7,10230.7,14.03,ok
11614,10024.911,10154.6,10237.8,83.16,ok
10322,10201.683,10228.3,10273.8,45.53,ok
15014,10234.837,10258.5,10308.9,50.38,ok
12050,10272.132,10308.9,10312.4,3.53,ok
15149,10258.706,10273.8,10325.8,52.01,ok
25752,10219.867,10251.4,10338.6,87.17,ok
26741,10279.795,10325.8,10345.1,19.25,ok
22566,10289.086,10338.6,10357.3,18.71,ok
26414,10289.661,10345.1,10375.8,30.7,ok
25467,10278.638,10312.4,10381.5,69.13,ok
11729,10301.637,10375.8,10428.3,52.47,ok
25977,10317.158,10381.5,10441.1,59.57,ok
26608,10373.984,10428.3,10441.3,13.07,ok
17970,10375.403,10441.1,10448.6,7.5,ok
11810,10396.207,10448.6,10450.5,1.85,ok
26240,10388.927,10446.3,10461.9,15.56,ok
3609,9667.019,9899.0,,600,timeout
25320,10455.493,10475.4,10502.5,27.05,ok
18656,10409.231,10478.5,10518.9,40.34,ok
9953,10475.637,10514.4,10530.4,15.96,ok
10319,10296.561,10391.2,10534.5,143.33,ok
25882,10476.266,10525.3,10556.1,30.74,ok
25545,10512.227,10532.1,10557.2,25.04,ok
26256,10528.073,10584.6,10627.6,42.94,ok
8569,10599.897,10627.6,10642.3,14.73,ok
18011,10608.879,10642.3,10648.7,6.38,ok
13640,10524.945,10592.8,10673.3,80.5,ok
10087,10552.445,10660.4,10725.7,65.31,ok
11778,10633.866,10709.3,10731.8,22.54,ok
25648,10661.111,10728.3,10751.8,23.5,ok
14308,10721.697,10732.4,10763.3,30.82,ok
12102,10723.018,10738.5,10765.9,27.31,ok
26373,10739.2,10825.6,10838.3,12.66,ok
14319,10738.601,10814.2,10863.5,49.31,ok
14451,10542.006,10728.4,10882.2,153.78,ok
26486,10853.534,10882.2,10894.6,12.42,ok
8309,10860.32,10894.6,10906.6,12.06,ok
11800,10839.417,10863.5,10926.4,62.89,ok
26283,10897.824,10906.6,10937.9,31.26,ok
25470,10905.175,10932.8,10954.7,21.85,ok
16494,10828.28,10844.7,10955.3,110.6,ok
26752,10927.514,10944.4,10956.5,12.17,ok
25344,10944.554,10960.2,10978.0,17.76,ok
12305,10945.361,10960.9,10989.5,28.52,ok
25478,10960.31,10966.1,10992.5,26.42,ok
11844,10757.645,10840.3,11002.1,161.84,ok
6388,10966.422,10978.0,11009.5,31.49,ok
14738,10972.422,11004.8,11040.6,35.84,ok
25831,11024.967,11074.7,11082.6,7.89,ok
25834,11075.003,11088.7,11093.5,4.78,ok
25783,11088.849,11093.5,11122.9,29.4,ok
25585,11091.293,11122.9,11142.4,19.51,ok
25498,10996.353,11065.0,11153.2,88.18,ok
17856,11092.568,11142.4,11159.0,16.64,ok
26165,11108.911,11153.2,11171.4,18.16,ok
13132,10984.668,11048.0,11207.2,159.13,ok
10109,10991.998,11057.6,11214.3,156.72,ok
26520,11146.199,11159.0,11227.6,68.55,ok
2895,11167.779,11207.2,11228.6,21.37,ok
17182,11151.77,11171.4,11249.4,77.99,ok
25715,11186.126,11227.6,11250.3,22.77,ok
5114,11204.634,11228.6,11266.9,38.29,ok
11334,11205.962,11249.4,11267.9,18.53,ok
26456,11239.684,11267.9,11285.1,17.18,ok
20054,11233.711,11266.9,11299.4,32.53,ok
13805,11241.735,11285.1,11310.5,25.43,ok
7857,11259.937,11380.8,11401.1,20.3,ok
10075,11218.24,11358.9,11434.3,75.32,ok
25305,11392.011,11428.4,11434.8,6.48,ok
26749,11184.055,11334.8,11468.4,133.64,ok
14904,11428.543,11446.1,11470.8,24.7,ok
11964,11430.015,11446.7,11473.0,26.35,ok
25804,11457.32,11470.8,11496.9,26.08,ok
16495,11304.03,11442.3,11532.2,89.91,ok
26040,11446.666,11479.8,11563.4,83.62,ok
6836,11514.7,11563.4,11572.2,8.78,ok
10506,11508.428,11532.2,11580.8,48.65,ok
26353,11463.137,11508.2,11596.3,88.06,ok
12849,11457.596,11484.4,11610.6,126.28,ok
