qid,start,runtime,status
14998,14397.8,7.05,ok
14998,14404.9,24.07,ok
9968,14404.7,32.96,ok
7368,14429.3,14.67,ok
11895,14405.2,53.16,ok
25631,14458.7,61.59,ok
6251,14438.3,96.68,ok
25478,14520.7,19.02,ok
7609,14540.3,75.51,ok
10993,14535.3,80.97,ok
25354,14444.3,219.16,ok
25262,14663.8,10.86,ok
7391,14675.2,14.75,ok
13479,14690.4,10.71,ok
14129,14617.0,114.0,ok
11287,14731.4,8.95,ok
15204,14740.8,600,penalty
10371,14701.5,600,penalty
25356,14616.1,600,penalty
11287,14804.9,13.8,ok
11582,14819.3,600,penalty
10371,14804.9,600,penalty
15204,14810.0,600,penalty
11287,14895.7,17.44,ok
22566,14913.4,600,penalty
15204,14895.7,600,penalty
11582,14900.9,600,penalty
22566,14981.8,31.2,ok
11582,14981.8,36.57,ok
10335,15014.2,11.26,ok
11584,15018.8,10.15,ok
9012,15029.3,600,penalty
15204,14981.6,600,penalty
25403,15025.9,600,penalty
9012,15093.4,28.71,ok
11584,15093.2,36.05,ok
23782,15122.5,12.88,ok
25403,15093.4,43.58,ok
15534,15136.6,600,penalty
15178,15129.6,600,penalty
25746,15138.7,600,penalty
15178,15219.3,600,penalty
15534,15219.3,600,penalty
25746,15220.2,600,penalty
15534,15293.8,8.49,ok
15178,15293.5,30.72,ok
11345,15324.6,7.08,ok
25746,15303.1,30.7,ok
12891,15304.0,30.2,ok
10407,15334.9,4.9,ok
13826,15332.0,14.99,ok
3030,15334.2,29.81,ok
8614,15364.4,600,penalty
25361,15347.5,600,penalty
13092,15340.3,31.9,ok
10506,15372.5,13.63,ok
10506,15428.3,32.57,ok
25715,15461.4,20.44,ok
9511,15482.2,4.29,ok
23703,15487.0,8.17,ok
12158,15495.6,68.94,ok
13922,15564.9,22.79,ok
12237,15588.1,8.83,ok
4443,15386.4,239.12,ok
13009,15626.0,19.34,ok
8730,15645.7,9.64,ok
4412,15655.6,16.33,ok
13133,15597.3,119.86,ok
11123,15717.5,7.84,ok
8334,15725.8,5.27,ok
4443,15433.4,316.75,ok
11417,15731.4,35.9,ok
11007,15750.6,17.27,ok
13360,15767.7,600,penalty
9410,15768.2,600,penalty
11039,15672.4,600,penalty
11007,15838.4,11.44,ok
13360,15838.4,17.28,ok
4464,15856.5,16.77,ok
13404,15873.7,8.88,ok
9410,15838.5,55.44,ok
10094,15850.2,49.69,ok
25628,15894.3,600,penalty
25310,15900.4,600,penalty
18926,15883.0,600,penalty
25310,15994.5,600,penalty
18926,15984.3,67.53,ok
13199,16052.2,16.93,ok
14313,16069.5,6.81,ok
25628,15984.6,93.34,ok
7164,16076.6,15.66,ok
13995,16095.2,18.32,ok
25507,16114.0,31.26,ok
25263,16145.7,600,penalty
25294,16092.8,600,penalty
25294,16078.3,600,penalty
13995,16222.5,600,penalty
25507,16222.5,600,penalty
25263,16223.4,600,penalty
13995,16309.1,25.85,ok
17213,16335.4,600,penalty
