qid,arrival,start,finish,runtime,status,slowdown_pred,raw_score,predicted_slowdown
14438,5549.702,5553.5,5574.6,21.11,ok,1.053,1.053,1.033
11822,5487.35,5551.3,5579.1,27.79,ok,1.038,1.038,0.748
9173,5508.483,5511.3,5594.3,83.07,ok,0.562,0.562,0.554
25585,5566.047,5579.1,5597.6,18.46,ok,1.322,1.322,1.237
25469,5597.278,5597.6,5620.9,23.25,ok,1.071,1.071,1.069
12889,5599.392,5621.0,5647.0,26.06,ok,1.025,1.025,0.918
11028,5590.47,5647.1,5671.0,23.84,ok,1.19,1.19,0.89
13216,5589.961,5594.4,5681.1,86.71,ok,0.737,0.737,0.72
26517,5675.963,5681.2,5683.9,2.74,ok,0.072,0.078,0.076
19186,5635.449,5684.0,5716.2,32.23,ok,0.949,0.949,0.74
16494,5649.438,5671.0,5716.7,45.67,ok,0.67,0.67,0.6
25409,5641.383,5716.9,5729.9,13.01,ok,1.107,1.107,0.752
12102,5479.859,5716.3,5734.2,17.87,ok,2.198,2.198,0.654
11512,5547.496,5734.3,5744.2,9.97,ok,1.24,1.24,0.476
10538,5551.235,5744.3,5745.3,1.02,ok,1.323,1.323,0.492
12950,5530.364,5745.4,5746.5,1.15,ok,1.982,1.982,0.658
3924,5729.387,5730.0,5750.6,20.58,ok,0.592,0.592,0.591
25937,5707.331,5746.6,5765.7,19.14,ok,0.89,0.89,0.728
26425,5714.163,5765.8,5779.3,13.49,ok,1.272,1.272,0.976
26201,5652.8,5750.7,5779.6,28.92,ok,1.202,1.202,0.728
11614,5566.65,5574.7,5779.8,205.15,ok,0.586,0.586,0.562
25305,5724.614,5811.8,5823.7,11.91,ok,1.366,1.366,1.03
6531,5732.083,5851.2,5870.5,19.31,ok,1.242,1.242,0.975
23470,5768.893,5851.7,5888.0,36.26,ok,61.953,61.953,58.575
15078,5812.179,5874.7,5906.9,32.27,ok,1.929,22.826,21.512
14075,5899.419,5923.6,5925.9,2.31,ok,1.356,1.356,1.304
8793,5868.77,5921.2,5940.3,19.11,ok,1.217,1.84,1.667
11800,5863.524,5903.7,5946.7,42.96,ok,0.79,24.973,24.1
10948,5933.358,5955.4,5961.0,5.63,ok,1.153,1.153,1.077
26027,5923.882,5939.9,5973.3,33.34,ok,1.081,1.081,1.069
11399,5959.413,5973.3,6018.6,45.33,ok,1.055,1.055,0.982
10260,5955.578,5961.0,6027.3,66.26,ok,0.853,0.853,0.83
25259,5934.532,5949.0,6036.5,87.42,ok,0.627,0.627,0.609
25712,6028.8,6036.5,6040.1,3.63,ok,0.802,0.802,0.772
25746,5976.333,6040.1,6058.2,18.08,ok,1.317,1.317,0.949
5069,6054.577,6058.3,6073.9,15.6,ok,0.336,0.336,0.33
25788,6063.453,6073.9,6080.8,6.83,ok,0.153,0.153,0.145
25324,6049.97,6080.8,6085.5,4.7,ok,0.409,0.409,0.349
17182,5993.165,6018.7,6093.6,74.94,ok,1.088,1.088,0.955
18604,6000.762,6027.3,6111.4,84.02,ok,1.078,1.078,0.941
26741,6042.443,6111.4,6137.2,25.77,ok,1.109,1.109,0.779
14451,6041.023,6085.6,6147.9,62.3,ok,0.778,0.778,0.619
25934,6056.556,6093.7,6152.1,58.47,ok,0.715,0.715,0.591
25478,6135.025,6152.2,6169.2,17.04,ok,0.682,0.682,0.625
3609,5451.864,5576.1,,600,timeout,0.819,0.819,0.776
24675,6144.59,6169.3,6181.2,11.86,ok,0.692,0.692,0.61
26426,6084.188,6176.3,6208.5,32.17,ok,0.81,0.81,0.505
26245,6118.174,6147.9,6221.6,73.65,ok,0.839,0.839,0.72
6388,6159.086,6208.5,6230.9,22.32,ok,0.605,0.605,0.47
18656,6088.749,6181.2,6253.7,72.52,ok,0.772,0.772,0.481
8198,6095.944,6221.6,6256.7,35.06,ok,0.997,0.997,0.523
26673,6111.208,6137.3,6271.1,133.84,ok,0.362,0.362,0.317
9547,6252.973,6253.8,6320.0,66.18,ok,0.785,0.785,0.782
7073,6208.064,6256.7,6322.2,65.45,ok,1.029,1.029,0.802
17471,6262.335,6271.1,6338.2,67.12,ok,1.108,1.108,1.059
16495,6222.191,6230.9,6341.0,110.05,ok,0.639,0.639,0.611
22624,6298.024,6322.2,6347.9,25.65,ok,0.6,0.6,0.53
10073,6202.102,6338.3,6364.2,25.93,ok,1.158,1.158,0.576
26813,6237.838,6347.9,6374.6,26.67,ok,1.564,1.564,0.89
16115,6280.448,6348.2,6395.3,47.1,ok,0.917,0.917,0.673
26668,6299.289,6371.4,6406.1,34.64,ok,1.305,1.305,0.936
15326,6296.163,6381.8,6413.0,31.21,ok,1.55,1.55,1.036
22566,6399.275,6406.1,6437.3,31.15,ok,1.247,1.247,1.204
26144,6383.692,6437.3,6442.6,5.3,ok,0.946,0.946,0.719
26353,6298.72,6327.2,6450.6,123.4,ok,0.403,0.403,0.362
26283,6387.707,6402.8,6458.8,56.01,ok,0.828,0.828,0.796
10506,6413.611,6466.8,6493.4,26.61,ok,1.184,1.184,1.02
11964,6381.841,6474.8,6494.9,20.07,ok,3.676,3.676,2.583
11778,6458.362,6481.5,6502.4,20.87,ok,4.354,4.679,4.669
26214,6501.178,6518.9,6542.1,23.23,ok,0.691,0.691,0.687
5794,6406.656,6470.6,6574.5,103.98,ok,0.533,0.533,0.516
26520,6476.247,6526.8,6603.2,76.4,ok,1.276,1.685,1.543
25824,6595.995,6603.2,6617.9,14.68,ok,0.888,0.888,0.856
9421,6487.901,6528.2,6626.9,98.63,ok,1.478,1.478,1.426
25470,6553.127,6643.3,6657.9,14.59,ok,1.459,1.459,1.046
25648,6610.338,6652.2,6678.1,25.84,ok,1.265,1.265,1.162
18038,6569.086,6599.9,6688.7,88.79,ok,1.085,1.085,1.055
26486,6652.305,6657.9,6688.8,30.91,ok,0.583,0.583,0.567
14018,6687.306,6688.8,6695.2,6.32,ok,1.418,1.418,1.407
11439,6678.483,6688.7,6701.0,12.22,ok,0.188,0.188,0.179
25752,6520.63,6578.3,6713.2,134.86,ok,1.589,1.589,1.423
2895,6691.346,6739.5,6766.4,26.92,ok,0.68,0.68,0.667
15077,6674.808,6757.5,6780.5,23.04,ok,1.428,1.428,1.173
26243,6757.496,6798.9,6802.2,3.27,ok,0.898,0.898,0.798
14203,6799.159,6811.1,6830.5,19.35,ok,1.126,1.126,1.108
13640,6698.104,6772.6,6833.0,60.43,ok,1.283,1.283,1.264
15474,6820.465,6830.5,6871.5,40.89,ok,0.387,0.503,0.477
26710,6764.364,6793.7,6873.0,79.3,ok,0.358,0.358,0.354
11729,6657.227,6793.2,6933.6,140.42,ok,0.75,0.75,0.674
15348,6815.623,6885.5,6950.2,64.63,ok,1.501,1.501,1.373
9618,6916.835,6942.6,6966.7,24.09,ok,1.912,1.912,1.754
10322,6814.686,6924.0,6985.1,61.06,ok,1.383,1.383,1.033
14319,6872.193,6925.6,6991.2,65.65,ok,1.357,1.357,1.351
7559,6947.928,7010.0,7025.4,15.44,ok,0.88,0.88,0.727
25885,6944.353,7016.1,7040.4,24.31,ok,1.465,1.465,1.152
10795,6942.91,6975.1,7050.2,75.16,ok,1.4,1.4,1.349
26263,7016.387,7090.6,7103.5,12.88,ok,1.118,1.118,0.94
25464,7023.252,7076.1,7150.6,74.48,ok,0.471,0.471,0.466
17970,7117.298,7150.6,7155.8,5.14,ok,0.816,0.816,0.688
17875,7017.166,7091.1,7170.7,79.62,ok,1.175,1.175,1.043
26321,7143.861,7155.8,7176.1,20.29,ok,0.749,0.749,0.705
26712,7113.853,7176.1,7178.7,2.58,ok,1.223,1.223,0.889
26165,7169.222,7186.4,7208.6,22.19,ok,0.445,0.445,0.441
6836,7198.355,7208.7,7218.8,10.16,ok,0.404,0.404,0.383
26637,7155.98,7194.4,7226.6,32.19,ok,1.145,1.145,1.019
26368,7220.688,7243.8,7258.1,14.35,ok,0.873,0.873,0.847
3955,6963.232,7075.2,7272.2,197.08,ok,0.419,0.419,0.411
26608,7244.001,7258.2,7272.9,14.69,ok,0.408,0.408,0.38
5216,7090.657,7198.1,7344.2,146.1,ok,0.522,0.522,0.489
15092,7257.595,7370.2,7395.5,25.3,ok,2.136,2.136,1.976
10001,7324.52,7396.4,7422.9,26.49,ok,1.561,2.46,2.224
15014,7194.376,7339.7,7437.7,98.01,ok,1.04,1.04,0.918
8925,7401.938,7422.9,7438.6,15.71,ok,0.812,0.812,0.729
17856,7427.716,7457.7,7471.8,14.05,ok,3.848,3.848,3.639
14569,7390.283,7420.9,7478.2,57.34,ok,1.214,1.214,1.182
15015,7425.969,7456.8,7489.0,32.27,ok,1.573,1.573,1.481
11063,7466.688,7471.8,7497.5,25.72,ok,0.747,0.747,0.728
7660,7489.986,7503.3,7519.8,16.46,ok,1.387,1.387,1.334
11598,7262.466,7400.7,7537.4,136.63,ok,0.865,0.865,0.823
10075,7457.914,7484.0,7547.7,63.64,ok,1.435,1.435,1.293
26818,7503.318,7547.7,7551.0,3.28,ok,0.977,0.977,0.778
10087,7460.035,7494.8,7554.3,59.49,ok,1.225,1.225,1.056
26752,7510.215,7554.4,7574.3,19.94,ok,1.233,1.233,0.983
12381,7508.182,7574.4,7618.1,43.69,ok,1.256,1.256,0.894
6107,7520.221,7551.1,7662.2,111.07,ok,1.115,1.115,0.952
25445,7530.126,7537.4,7663.5,126.01,ok,0.197,0.342,0.329
25467,7536.869,7618.2,7683.0,64.86,ok,1.095,1.095,0.722
7587,7521.206,7663.6,7691.7,28.11,ok,1.342,1.342,0.647
5765,7559.4,7691.8,7698.6,6.83,ok,1.232,1.232,0.625
14308,7518.411,7683.2,7714.8,31.63,ok,1.179,1.179,0.507
25527,7550.377,7698.7,7724.0,25.37,ok,1.303,1.303,0.609
25804,7563.156,7714.8,7736.5,21.69,ok,1.277,1.277,0.587
26281,7649.012,7662.3,7736.9,74.57,ok,0.135,0.135,0.126
25715,7654.397,7724.1,7742.1,17.98,ok,0.823,0.823,0.576
26327,7577.478,7736.6,7770.0,33.34,ok,1.274,1.274,0.563
26324,7669.862,7770.0,7779.3,9.34,ok,1.354,1.354,0.81
11822,7670.337,7742.1,7782.7,40.55,ok,1.204,1.204,0.833
15149,7596.966,7751.0,7815.7,64.68,ok,1.07,1.07,0.522
14342,7632.878,7796.8,7818.3,21.5,ok,2.754,2.754,1.277
26115,7503.556,7533.9,7844.0,310.1,ok,0.361,0.361,0.332
4291,7796.954,7844.1,7854.7,10.65,ok,0.975,0.975,0.766
26783,7825.694,7854.8,7865.5,10.74,ok,1.047,1.047,0.902
5794,7805.288,7815.7,7871.8,56.11,ok,0.534,0.72,0.682
11555,7768.765,7793.5,7885.0,91.51,ok,1.005,1.005,0.952
15474,7807.001,7818.4,7890.9,72.41,ok,0.627,0.627,0.592
15326,7834.487,7865.5,7896.0,30.44,ok,1.271,1.271,1.084
25937,7874.748,7890.9,7919.3,28.42,ok,0.946,0.946,0.871
25885,7893.865,7919.3,7933.9,14.59,ok,1.11,1.11,0.975
25712,7925.75,7933.9,7937.2,3.24,ok,0.808,0.808,0.775
26508,7868.916,7871.9,7974.4,102.56,ok,0.298,0.298,0.293
15150,7877.156,7896.0,7975.5,79.54,ok,0.964,0.964,0.876
11439,7970.832,7975.6,7992.5,16.94,ok,0.299,0.299,0.292
15010,7932.943,7937.2,8008.3,71.07,ok,0.948,0.948,0.928
26022,7946.59,7974.5,8008.7,34.25,ok,0.18,0.18,0.156
26368,7994.465,8008.8,8030.6,21.8,ok,1.024,1.024,0.952
26439,7951.831,8008.3,8045.5,37.11,ok,0.841,0.841,0.629
26321,8043.758,8045.5,8061.5,15.96,ok,0.727,0.727,0.721
26787,7879.18,7885.1,8074.2,189.1,ok,0.532,0.532,0.517
26425,7996.288,8061.5,8084.7,23.21,ok,1.118,1.118,0.801
7488,7962.395,7992.6,8089.1,96.49,ok,0.941,0.941,0.806
26660,8085.872,8094.2,8116.9,22.7,ok,0.861,0.861,0.847
11082,8055.78,8089.4,8142.0,52.6,ok,1.25,1.25,1.138
25435,7907.07,8099.9,8156.4,56.56,ok,2.543,2.543,1.022
17922,8012.238,8045.7,8191.9,146.1,ok,0.796,0.796,0.725
26517,8188.771,8191.9,8193.8,1.96,ok,0.075,0.075,0.074
25464,8135.169,8142.0,8206.2,64.14,ok,0.579,0.579,0.559
26243,8169.153,8206.2,8209.6,3.38,ok,1.067,1.067,0.883
25629,8127.157,8156.5,8222.9,66.47,ok,0.889,0.889,0.765
23711,8094.306,8126.9,8248.5,121.56,ok,0.484,1.009,0.898
10073,8194.393,8223.0,8252.4,29.45,ok,0.894,0.894,0.773
25968,8204.427,8263.8,8280.2,16.34,ok,1.171,1.171,0.934
25824,8250.481,8267.7,8286.3,18.54,ok,0.752,0.752,0.744
6107,8161.522,8209.2,8330.8,121.58,ok,0.849,0.849,0.719
12518,8200.014,8224.9,8333.1,108.16,ok,0.951,0.951,0.905
26496,8267.896,8333.1,8358.8,25.67,ok,0.965,0.965,0.691
5765,8280.314,8358.9,8364.2,5.34,ok,1.151,1.151,0.77
26025,8278.975,8286.3,8388.8,102.47,ok,0.486,0.486,0.468
26067,8366.349,8388.8,8410.4,21.57,ok,0.445,0.459,0.409
17471,8318.353,8364.2,8445.7,81.43,ok,1.253,1.253,0.991
6373,8316.262,8445.7,8455.8,10.04,ok,1.331,1.331,0.685
7073,8288.795,8455.8,8513.7,57.87,ok,1.633,1.633,0.693
25714,8476.798,8513.8,8526.3,12.55,ok,0.111,0.111,0.091
25445,8378.721,8410.5,8555.2,144.67,ok,0.365,0.462,0.393
25788,8535.311,8555.3,8561.3,6.05,ok,0.22,0.22,0.198
26522,8277.541,8280.2,8570.1,289.94,ok,0.533,0.533,0.526
9614,8403.287,8570.2,8586.5,16.3,ok,0.779,0.779,0.331
25397,8319.281,8330.8,8623.3,292.47,ok,0.435,0.435,0.41
7565,8309.268,8561.4,8637.5,76.08,ok,1.316,1.316,0.361
26710,8522.964,8526.4,8640.1,113.73,ok,0.517,0.517,0.508
4383,8434.312,8640.3,8657.5,17.16,ok,1.234,1.234,0.429
26281,8624.148,8637.7,8675.1,37.4,ok,0.151,0.151,0.141
13012,8485.045,8586.6,8696.4,109.82,ok,0.516,0.516,0.307
15697,8395.351,8623.4,8705.1,81.63,ok,1.091,1.091,0.339
3955,8636.495,8675.2,8754.1,78.83,ok,0.464,0.464,0.381
25631,8615.739,8705.2,8754.1,48.83,ok,0.581,0.581,0.368
25279,8533.67,8657.6,8770.7,113.14,ok,0.878,0.878,0.465
26479,8522.172,8754.4,8776.1,21.7,ok,1.178,1.178,0.358
26245,8605.165,8696.6,8790.5,93.87,ok,0.599,0.599,0.375
7587,8528.051,8776.2,8790.8,14.55,ok,1.132,1.132,0.317
26005,8689.814,8754.2,8791.9,37.69,ok,0.469,0.469,0.337
13237,8548.454,8790.6,8832.7,42.06,ok,1.354,1.354,0.391
26210,8592.977,8770.9,8843.0,72.07,ok,0.807,0.807,0.324
14075,8586.513,8843.1,8845.1,1.99,ok,1.625,1.625,0.436
10601,8558.326,8832.9,8850.1,17.18,ok,1.434,1.434,0.351
10001,8606.996,8850.2,8871.8,21.63,ok,1.491,1.491,0.429
10229,8611.893,8872.0,8892.9,20.87,ok,1.478,1.478,0.39
9421,8545.932,8792.1,8903.7,111.61,ok,1.512,1.512,0.428
25577,8702.018,8903.8,8917.8,14.0,ok,1.202,1.202,0.427
3924,8864.107,8893.0,8921.4,28.36,ok,0.431,0.431,0.372
11769,8917.639,8918.0,8932.0,14.05,ok,0.318,0.318,0.317
15078,8716.103,8921.5,8936.2,14.68,ok,1.024,1.024,0.357
11598,8658.374,8791.0,8944.1,153.13,ok,0.803,0.803,0.407
26637,8776.713,8932.2,8954.4,22.21,ok,0.824,0.824,0.371
26813,8672.956,8936.3,8967.7,31.4,ok,1.413,1.413,0.366
7787,8732.19,8944.2,8972.3,28.09,ok,1.247,1.247,0.42
9173,8814.89,8845.3,8999.8,154.47,ok,0.578,0.578,0.495
26614,8749.927,8972.4,9003.8,31.38,ok,1.187,1.187,0.379
25934,8824.378,8954.5,9006.4,51.87,ok,0.788,0.788,0.405
12381,8755.155,8967.9,9015.2,47.3,ok,1.291,1.291,0.434
18457,8821.376,9006.5,9035.2,28.76,ok,1.413,1.413,0.547
26027,8843.845,9003.9,9041.2,37.21,ok,1.105,1.105,0.486
10948,8826.697,9035.3,9064.3,29.01,ok,1.039,1.039,0.356
26668,8842.763,9041.3,9069.5,28.2,ok,1.184,1.184,0.428
14051,8919.083,9069.5,9086.4,16.81,ok,0.922,0.922,0.426
4601,8946.569,9064.5,9095.6,31.13,ok,1.003,1.003,0.548
7609,8937.502,8999.9,9119.4,119.53,ok,0.515,0.515,0.375
12889,8930.423,9086.5,9137.3,50.86,ok,1.088,1.088,0.489
5069,9128.156,9137.5,9156.0,18.49,ok,0.346,0.346,0.33
13216,8949.138,9015.3,9156.9,141.56,ok,0.692,0.692,0.493
10260,9016.783,9095.7,9182.9,87.15,ok,0.826,0.826,0.551
11482,8750.367,9156.2,9184.7,28.46,ok,3.343,3.343,0.417
26382,9117.383,9184.9,9192.6,7.68,ok,0.638,0.638,0.452
10653,8954.74,9157.0,9196.0,39.0,ok,1.114,1.114,0.395
26818,9113.741,9192.8,9200.9,8.12,ok,0.715,0.715,0.477
25259,9091.708,9119.6,9203.1,83.53,ok,0.583,0.583,0.506
25871,9049.01,9196.2,9217.4,21.17,ok,0.925,0.925,0.435
26805,9083.433,9201.0,9222.7,21.68,ok,0.903,0.903,0.494
26718,9105.72,9222.8,9237.4,14.61,ok,0.993,0.993,0.545
4693,9051.547,9203.2,9241.0,37.71,ok,1.25,1.25,0.574
17817,9166.767,9237.6,9261.2,23.62,ok,0.876,0.876,0.609
15348,9003.179,9183.1,9275.5,92.48,ok,0.883,0.883,0.351
19186,9072.61,9217.5,9278.4,60.88,ok,1.148,1.148,0.547
9000,9183.526,9261.3,9278.7,17.39,ok,0.809,0.809,0.543
18038,9136.269,9241.0,9300.1,59.01,ok,1.175,1.175,0.687
14342,8960.622,9275.7,9301.8,26.14,ok,3.348,3.348,0.666
4741,9249.714,9278.5,9320.3,41.79,ok,0.881,0.881,0.761
9618,9153.278,9301.9,9324.4,22.54,ok,1.596,1.596,0.745
18604,9250.559,9278.8,9346.2,67.43,ok,0.99,0.99,0.857
16115,9253.99,9300.2,9358.0,57.84,ok,0.941,0.941,0.743
15906,9177.994,9320.4,9359.7,39.33,ok,1.788,1.788,0.862
8198,9297.585,9324.5,9362.9,38.33,ok,1.234,1.234,1.075
26327,9319.458,9346.3,9377.0,30.69,ok,1.143,1.143,0.997
24675,9358.489,9359.8,9379.8,19.96,ok,0.595,0.595,0.592
22624,9341.127,9362.9,9393.8,30.92,ok,0.7,0.7,0.626
8925,9366.938,9379.8,9396.2,16.39,ok,0.973,0.973,0.911
11512,9134.506,9377.0,9406.8,29.77,ok,2.03,2.03,0.585
14018,9348.17,9406.9,9413.0,6.19,ok,0.684,0.684,0.506
12950,9073.375,9413.1,9436.2,23.13,ok,4.207,4.207,0.737
11399,9346.253,9358.1,9444.1,86.03,ok,0.739,0.739,0.696
12982,9187.263,9436.3,9453.0,16.68,ok,2.491,2.491,0.695
8793,9413.156,9453.1,9466.9,13.79,ok,1.124,1.124,0.916
17332,9369.013,9396.3,9476.8,80.48,ok,1.09,1.09,0.948
17875,9384.343,9444.2,9523.3,79.13,ok,0.987,0.987,0.726
9547,9447.628,9476.9,9536.7,59.78,ok,0.981,0.981,0.844
15049,9419.714,9466.9,9544.9,77.99,ok,1.119,1.119,0.879
26112,9508.953,9523.5,9553.7,30.2,ok,0.482,0.482,0.448
13458,9396.615,9545.0,9565.9,20.91,ok,1.031,1.031,0.482
26810,9427.304,9566.0,9577.0,10.99,ok,1.216,1.216,0.597
26294,9516.742,9536.8,9580.0,43.22,ok,0.607,0.607,0.548
8812,9503.826,9580.1,9617.2,37.1,ok,0.965,0.965,0.653
25746,9472.309,9617.3,9635.8,18.57,ok,1.286,1.286,0.612
15015,9456.224,9635.9,9661.5,25.59,ok,1.409,1.409,0.561
26276,9466.676,9661.7,9667.1,5.44,ok,1.35,1.35,0.497
14674,9465.46,9667.2,9676.4,9.23,ok,1.45,1.45,0.516
11968,9480.722,9553.8,9693.4,139.62,ok,0.701,0.701,0.482
5216,9570.38,9577.1,9697.3,120.14,ok,0.631,0.631,0.61
26115,9380.421,9393.9,9699.4,305.46,ok,0.376,0.376,0.351
26201,9488.495,9676.6,9703.2,26.67,ok,1.31,1.31,0.5
17168,9623.862,9699.5,9723.8,24.29,ok,1.221,1.221,0.829
9990,9641.411,9703.3,9723.9,20.56,ok,1.134,1.134,0.826
7660,9658.437,9724.0,9745.4,21.45,ok,1.264,1.264,0.904
14569,9656.758,9723.9,9761.5,37.58,ok,1.074,1.074,0.761
25384,9675.921,9745.5,9770.0,24.48,ok,1.177,1.177,0.824
15092,9614.617,9770.1,9771.1,0.97,ok,0.882,0.882,0.398
10538,9648.149,9771.2,9772.0,0.85,ok,0.936,0.936,0.498
14203,9706.585,9772.1,9778.6,6.46,ok,1.023,1.023,0.731
25425,9674.692,9778.6,9789.3,10.71,ok,1.205,1.205,0.707
14438,9769.776,9789.4,9791.8,2.39,ok,0.835,0.835,0.756
15832,9727.13,9791.9,9794.0,2.09,ok,1.253,1.253,0.899
26144,9753.539,9794.0,9798.9,4.93,ok,1.178,1.178,0.958
26712,9730.887,9799.0,9810.2,11.26,ok,1.328,1.328,0.937
15077,9781.12,9810.3,9819.2,8.92,ok,1.267,1.267,1.092
26214,9813.298,9819.2,9827.5,8.23,ok,0.877,0.877,0.851
25315,9806.81,9827.5,9837.7,10.15,ok,1.193,1.193,1.073
6531,9784.354,9837.7,9963.6,125.9,ok,1.349,1.349,1.026
11063,9567.551,9697.3,9969.7,272.34,ok,1.207,1.251,0.643
26658,9876.482,9963.7,10016.9,53.21,ok,0.709,0.709,0.454
9057,9880.506,9969.8,10044.4,74.55,ok,0.566,0.566,0.358
26673,9754.731,9761.5,10048.5,286.94,ok,0.409,0.409,0.395
25324,9972.977,10044.5,10049.8,5.26,ok,0.458,0.458,0.318
10543,9887.8,10017.1,10077.5,60.4,ok,0.872,0.872,0.45
7559,9912.817,10048.6,10079.7,31.13,ok,0.756,0.756,0.377
23470,9074.652,10049.9,10100.6,50.73,ok,62.712,62.712,0.422
4399,9878.879,10079.9,10109.3,29.39,ok,0.83,24.322,8.68
11028,9860.929,10077.6,10127.6,49.94,ok,0.969,24.555,8.087
26426,9884.942,10100.7,10137.2,36.44,ok,1.162,1.162,0.384
26263,9890.288,10127.7,10146.0,18.38,ok,1.341,1.341,0.397
10795,9911.642,10137.3,10157.6,20.29,ok,1.11,1.11,0.349
11614,10024.911,10109.4,10161.8,52.41,ok,0.578,0.578,0.375
12343,9958.146,10146.1,10165.0,18.88,ok,1.266,1.266,0.483
26324,9994.773,10165.1,10184.1,19.03,ok,1.469,1.469,0.614
25409,9982.33,10161.9,10194.8,32.91,ok,1.31,1.31,0.522
7436,10056.973,10184.2,10197.2,13.02,ok,1.359,1.359,0.708
25469,10072.423,10194.8,10213.0,18.15,ok,1.336,1.336,0.713
9876,10137.034,10197.2,10213.4,16.22,ok,1.119,1.119,0.822
26720,10195.983,10213.0,10235.2,22.16,ok,1.114,1.114,1.021
17034,10007.766,10157.6,10242.7,85.06,ok,0.926,0.926,0.429
10322,10201.683,10213.5,10266.8,53.28,ok,1.286,1.286,1.21
15014,10234.837,10242.7,10293.0,50.26,ok,1.03,1.03,0.989
3609,9667.019,9693.5,,600,timeout,0.717,0.717,0.627
25527,10210.374,10293.6,10320.8,27.11,ok,1.447,1.447,0.944
25752,10219.867,10235.2,10327.7,92.41,ok,0.843,0.843,0.779
15149,10258.706,10266.8,10330.1,63.26,ok,0.998,0.998,0.957
15243,10142.89,10327.7,10351.3,23.61,ok,1.292,1.292,0.501
26414,10289.661,10293.1,10378.4,85.35,ok,0.443,0.443,0.435
26608,10373.984,10378.5,10394.9,16.41,ok,0.285,0.285,0.279
25977,10317.158,10330.1,10410.1,79.98,ok,0.447,0.447,0.419
12050,10272.132,10410.2,10414.7,4.48,ok,0.704,0.704,0.347
11729,10301.637,10351.4,10431.7,80.28,ok,0.798,0.798,0.618
26741,10279.795,10414.7,10435.2,20.45,ok,0.719,0.719,0.36
22566,10289.086,10431.7,10455.3,23.56,ok,0.796,0.796,0.383
26240,10388.927,10435.2,10459.0,23.72,ok,0.584,0.584,0.461
17970,10375.403,10455.3,10463.8,8.4,ok,0.591,0.591,0.392
25467,10278.638,10395.0,10478.4,83.4,ok,0.661,0.661,0.364
18656,10409.231,10459.0,10496.2,37.15,ok,0.597,0.597,0.462
11810,10396.207,10496.2,10498.8,2.57,ok,0.964,0.964,0.577
25320,10455.493,10477.1,10516.6,39.51,ok,0.663,0.663,0.636
25545,10512.227,10520.4,,2.04,oom,0.363,0.363,0.355
9953,10475.637,10515.8,,6.64,oom,0.72,0.72,0.64
10319,10296.561,10337.9,,184.56,oom,0.178,0.178,0.157
25882,10476.266,10495.5,,27.01,oom,0.264,0.264,0.261
26256,10528.073,10588.8,10626.7,37.93,ok,2.2,3.578,3.486
8569,10599.897,10626.7,10642.9,16.15,ok,1.335,1.335,1.163
18011,10608.879,10642.9,10649.6,6.69,ok,1.296,1.296,1.088
13640,10524.945,10597.2,10670.4,73.23,ok,1.0,1.0,0.974
10087,10552.445,10659.0,10727.6,68.61,ok,1.299,1.299,1.294
11778,10633.866,10712.3,10733.8,21.45,ok,4.05,4.05,3.735
25648,10661.111,10721.7,10752.2,30.51,ok,1.069,1.069,1.019
14308,10721.697,10727.6,10759.4,31.73,ok,1.842,2.052,1.991
12102,10723.018,10733.8,10765.2,31.4,ok,3.875,3.875,3.667
26373,10739.2,10815.3,10838.5,23.21,ok,0.855,0.855,0.799
14319,10738.601,10828.2,10873.8,45.51,ok,1.439,1.439,1.256
14451,10542.006,10718.5,10882.2,163.69,ok,1.116,1.116,1.104
26486,10853.534,10873.8,10894.6,20.8,ok,0.596,0.596,0.537
8309,10860.32,10894.6,10910.5,15.87,ok,1.044,1.044,0.876
26283,10897.824,10910.5,10933.3,22.75,ok,0.707,0.707,0.663
16494,10828.28,10838.5,10944.8,106.28,ok,0.742,0.742,0.704
25470,10905.175,10933.3,10946.5,13.19,ok,0.897,0.897,0.777
11800,10839.417,10882.2,10964.8,82.6,ok,0.945,0.945,0.759
26752,10927.514,10946.5,10976.6,30.09,ok,0.927,0.927,0.841
25344,10944.554,10944.8,10978.4,33.57,ok,0.511,0.511,0.51
25478,10960.31,10964.9,10986.3,21.45,ok,0.547,0.547,0.535
6388,10966.422,10976.6,10999.9,23.29,ok,0.644,0.644,0.611
14738,10972.422,10978.4,11014.8,36.31,ok,1.05,1.05,1.018
25498,10996.353,11014.8,11053.9,39.07,ok,0.883,0.883,0.804
25831,11024.967,11053.9,11062.2,8.3,ok,0.253,0.253,0.218
13132,10984.668,10999.0,11092.8,93.87,ok,0.632,0.632,0.627
12305,10945.361,11074.8,11095.1,20.35,ok,2.272,2.272,1.248
10109,10991.998,11012.6,11115.7,103.14,ok,0.62,0.62,0.595
26165,11108.911,11115.7,11129.3,13.55,ok,0.272,0.272,0.262
25585,11091.293,11095.2,11130.6,35.47,ok,0.827,0.827,0.811
25834,11075.003,11144.7,11151.4,6.68,ok,1.441,1.441,1.091
25783,11088.849,11108.2,11160.3,52.03,ok,0.535,1.095,1.073
17856,11092.568,11153.5,11170.0,16.52,ok,3.811,4.093,3.367
2895,11167.779,11181.5,11206.4,24.89,ok,0.483,0.483,0.478
26520,11146.199,11170.3,11222.8,52.48,ok,0.909,1.98,1.928
17182,11151.77,11179.2,11236.4,57.19,ok,0.714,1.311,1.255
25715,11186.126,11222.9,11238.6,15.77,ok,0.596,0.596,0.494
