qid,arrival,start,finish,runtime,status,predicted_slowdown
15014,7194.376,7353.1,7446.1,92.98,ok,5.737
11598,7262.466,7379.0,7446.9,67.9,ok,7.569
11439,6678.483,7055.5,7462.1,406.61,ok,8.739
15092,7257.595,7391.7,7464.1,72.37,ok,10.037
15474,6820.465,7100.5,7484.4,383.79,ok,9.405
8925,7401.938,7461.4,7491.7,30.29,ok,4.52
10001,7324.52,7426.1,7514.7,88.62,ok,6.103
17856,7427.716,7473.0,7515.3,42.33,ok,6.961
15015,7425.969,7472.1,7540.6,68.47,ok,4.617
14569,7390.283,7427.0,7544.6,117.56,ok,5.308
26818,7503.318,7514.8,7551.4,36.6,ok,7.607
11063,7466.688,7499.5,7569.3,69.8,ok,3.857
14308,7518.411,7540.9,7576.6,35.76,ok,6.878
10087,7460.035,7477.3,7584.0,106.73,ok,6.493
10075,7457.914,7479.2,7594.5,115.22,ok,7.173
7660,7489.986,7501.5,7604.7,103.19,ok,7.126
26752,7510.215,7544.8,7615.0,70.15,ok,11.308
5765,7559.4,7576.8,7621.2,44.34,ok,6.776
25527,7550.377,7551.6,7626.0,74.36,ok,10.984
25804,7563.156,7569.6,7633.6,64.06,ok,6.218
7587,7521.206,7594.6,7658.4,63.76,ok,8.473
26327,7577.478,7604.8,7670.7,65.85,ok,8.45
12381,7508.182,7515.4,7678.2,162.78,ok,9.03
25467,7536.869,7584.2,7685.1,100.9,ok,10.269
25715,7654.397,7658.5,7700.6,42.06,ok,6.225
15149,7596.966,7694.1,7794.2,100.04,ok,5.953
14342,7632.878,7746.4,7819.0,72.61,ok,8.764
6107,7520.221,7683.2,7824.3,141.03,ok,8.955
26324,7669.862,7753.3,7836.7,83.37,ok,6.913
25445,7530.126,7689.4,7861.7,172.3,ok,6.69
4291,7796.954,7824.3,7869.1,44.73,ok,4.443
26783,7825.694,7836.8,7876.6,39.86,ok,5.188
26281,7649.012,7738.9,7879.0,140.06,ok,4.403
11822,7670.337,7768.7,7882.0,113.25,ok,6.443
15474,7807.001,7819.1,7896.0,76.76,ok,4.03
25937,7874.748,7876.7,7911.8,35.03,ok,8.135
15326,7834.487,7861.8,7920.5,58.77,ok,6.04
11555,7768.765,7794.2,7925.7,131.42,ok,4.877
15150,7877.156,7885.5,7975.7,90.17,ok,7.365
5794,7805.288,7875.6,7986.1,110.48,ok,6.747
25885,7893.865,7902.5,7991.0,88.48,ok,7.945
25712,7925.75,7932.7,7998.4,65.76,ok,5.981
26508,7868.916,7888.5,8031.6,143.11,ok,8.837
15010,7932.943,7975.9,8058.4,82.46,ok,9.659
26022,7946.59,7986.2,8066.2,79.99,ok,11.305
26115,7503.556,7708.3,8089.0,380.77,ok,8.887
7488,7962.395,7991.1,8105.0,113.96,ok,11.92
11439,7970.832,7998.5,8106.3,107.8,ok,6.95
26439,7951.831,8031.8,8118.2,86.43,ok,8.985
26787,7879.18,7918.3,8118.8,200.57,ok,8.206
25435,7907.07,7935.2,8128.8,193.65,ok,19.23
26425,7996.288,8071.1,8136.5,65.34,ok,9.112
26321,8043.758,8140.5,8190.8,50.24,ok,10.689
26368,7994.465,8100.4,8205.6,105.15,ok,10.596
26660,8085.872,8153.0,8225.3,72.3,ok,13.753
11082,8055.78,8152.4,8232.1,79.75,ok,10.886
17922,8012.238,8123.3,8261.6,138.35,ok,8.663
26517,8188.771,8190.8,8263.8,72.99,ok,2.561
25629,8127.157,8154.8,8279.7,124.89,ok,7.138
25464,8135.169,8158.1,8280.3,122.27,ok,6.438
26243,8169.153,8232.2,8286.7,54.48,ok,6.015
25968,8204.427,8261.7,8299.3,37.6,ok,5.745
23711,8094.306,8139.3,8312.2,172.87,ok,8.277
10073,8194.393,8263.9,8326.7,62.82,ok,4.435
26496,8267.896,8280.4,8327.6,47.17,ok,6.565
5765,8280.314,8286.8,8336.6,49.8,ok,5.882
25824,8250.481,8279.9,8346.7,66.85,ok,5.936
6107,8161.522,8205.8,8382.5,176.76,ok,6.322
7073,8288.795,8312.2,8389.2,76.98,ok,7.56
6373,8316.262,8326.9,8396.2,69.28,ok,7.002
12518,8200.014,8225.4,8409.5,184.09,ok,6.955
26025,8278.975,8299.4,8435.5,136.06,ok,6.676
7565,8309.268,8327.8,8466.3,138.51,ok,7.709
26067,8366.349,8399.6,8497.6,97.99,ok,6.955
17471,8318.353,8357.1,8504.6,147.46,ok,5.686
9614,8403.287,8437.4,8537.0,99.63,ok,8.344
15697,8395.351,8463.3,8596.6,133.23,ok,7.831
4383,8434.312,8494.1,8604.7,110.63,ok,7.275
25445,8378.721,8424.0,8657.6,233.58,ok,5.2
25714,8476.798,8515.1,8661.6,146.48,ok,4.224
26522,8277.541,8364.5,8698.7,334.19,ok,8.619
25788,8535.311,8596.9,8704.7,107.86,ok,3.465
26479,8522.172,8605.0,8717.7,112.67,ok,2.47
13012,8485.045,8522.1,8732.9,210.82,ok,4.605
7587,8528.051,8662.0,8745.5,83.42,ok,3.572
25397,8319.281,8410.4,8756.1,345.71,ok,6.949
26710,8522.964,8537.2,8778.6,241.37,ok,4.756
13237,8548.454,8705.2,8786.1,80.91,ok,3.021
25279,8533.67,8658.1,8795.8,137.75,ok,2.687
10601,8558.326,8745.9,8803.1,57.19,ok,2.456
26281,8624.148,8699.2,,118.34,oom,2.743
10229,8611.893,8756.6,8828.1,71.48,ok,2.241
10001,8606.996,8779.0,8834.5,55.5,ok,2.737
9421,8545.932,8718.1,8840.7,122.6,ok,2.9
26813,8672.956,8786.6,8851.9,65.26,ok,2.901
26210,8592.977,8733.3,8856.7,123.36,ok,2.648
25577,8702.018,8796.3,8871.4,75.12,ok,3.551
15078,8716.103,8834.9,8873.2,38.3,ok,4.319
14075,8586.513,8841.1,8875.2,34.05,ok,3.096
7787,8732.19,8817.9,8883.9,66.01,ok,3.727
26614,8749.927,8828.6,8890.4,61.78,ok,4.698
11482,8750.367,8857.1,8892.0,34.9,ok,5.44
26245,8605.165,8803.5,8903.9,100.38,ok,3.845
26005,8689.814,8871.8,8928.3,56.55,ok,4.526
12381,8755.155,8884.3,8962.7,78.41,ok,5.612
26637,8776.713,8890.6,8975.1,84.42,ok,4.763
25631,8615.739,8852.3,8980.4,128.1,ok,4.313
3955,8636.495,8873.6,8991.0,117.35,ok,6.669
11598,8658.374,8875.5,8991.2,115.69,ok,5.49
18457,8821.376,8892.3,9000.8,108.55,ok,5.359
10948,8826.697,8904.1,9012.8,108.76,ok,3.41
26027,8843.845,8963.0,9037.7,74.67,ok,3.364
26668,8842.763,8928.6,9038.7,110.12,ok,3.805
25934,8824.378,8975.4,9045.4,69.97,ok,4.181
3924,8864.107,8980.7,9047.8,67.11,ok,5.523
11769,8917.639,9001.1,9056.8,55.68,ok,4.575
10653,8954.74,8991.3,9088.6,97.29,ok,5.654
12889,8930.423,9013.0,9104.4,91.34,ok,5.954
4601,8946.569,9038.0,9126.6,88.64,ok,6.117
15348,9003.179,9048.0,9178.0,130.02,ok,7.515
9173,8814.89,8991.6,9181.3,189.77,ok,4.979
7609,8937.502,9045.6,9190.2,144.61,ok,5.309
14051,8919.083,9056.9,9194.5,137.61,ok,7.053
14342,8960.622,9088.9,9199.7,110.79,ok,4.215
13216,8949.138,9038.9,9208.0,169.06,ok,6.707
26805,9083.433,9178.4,9216.0,37.55,ok,4.7
26718,9105.72,9126.9,9216.4,89.5,ok,5.32
26382,9117.383,9190.6,9220.2,29.55,ok,3.98
26818,9113.741,9195.0,9221.6,26.67,ok,4.468
17817,9166.767,9181.8,9232.8,51.06,ok,4.164
12950,9073.375,9200.1,9247.2,47.08,ok,4.668
25871,9049.01,9216.7,9258.1,41.38,ok,5.375
4693,9051.547,9208.5,9268.0,59.5,ok,3.514
10260,9016.783,9104.7,9297.9,193.17,ok,5.208
19186,9072.61,9220.5,9299.6,79.15,ok,5.453
18038,9136.269,9221.9,9302.9,81.02,ok,4.803
11512,9134.506,9233.0,9308.2,75.17,ok,3.865
12982,9187.263,9298.1,9319.2,21.08,ok,5.164
9618,9153.278,9258.4,9320.8,62.42,ok,4.815
5069,9128.156,9299.8,9343.4,43.59,ok,5.467
8198,9297.585,9303.1,9370.1,67.01,ok,7.714
18604,9250.559,9308.3,9375.9,67.54,ok,9.644
9000,9183.526,9247.4,9375.9,128.44,ok,3.435
14018,9348.17,9370.4,9386.4,16.0,ok,4.96
16115,9253.99,9319.3,9406.3,87.01,ok,7.336
26327,9319.458,9376.1,9409.4,33.32,ok,8.038
25259,9091.708,9268.2,9415.6,147.37,ok,5.201
22624,9341.127,9343.5,9425.4,81.85,ok,7.004
8925,9366.938,9386.6,9434.2,47.55,ok,7.541
4741,9249.714,9320.9,9440.5,119.62,ok,6.854
15906,9177.994,9216.3,9450.6,234.28,ok,4.2
8793,9413.156,9415.7,9453.8,38.03,ok,8.577
13458,9396.615,9406.5,9454.0,47.51,ok,6.413
26810,9427.304,9434.3,9471.5,37.19,ok,8.133
24675,9358.489,9425.5,9472.3,46.8,ok,7.819
17332,9369.013,9409.6,9519.1,109.46,ok,9.493
11399,9346.253,9376.3,9532.4,156.07,ok,12.015
9547,9447.628,9450.7,9533.9,83.21,ok,9.536
17875,9384.343,9440.7,9544.5,103.79,ok,8.281
14674,9465.46,9472.4,9551.6,79.15,ok,8.2
26276,9466.676,9519.4,9558.6,39.21,ok,5.693
15015,9456.224,9471.6,9571.2,99.51,ok,6.407
25746,9472.309,9534.1,9586.7,52.59,ok,5.811
15049,9419.714,9453.9,9606.8,152.98,ok,9.243
26201,9488.495,9532.6,9616.4,83.83,ok,3.88
8812,9503.826,9544.6,9635.3,90.72,ok,8.014
26112,9508.953,9558.7,9639.4,80.66,ok,7.277
26294,9516.742,9586.8,9670.8,84.02,ok,7.579
23470,9074.652,9606.9,,79.41,oom,7.591
26115,9380.421,9454.1,,232.69,oom,9.024
15092,9614.617,9639.4,9721.4,81.97,ok,16.525
11968,9480.722,9551.7,9723.2,171.42,ok,7.211
11063,9567.551,9571.3,9731.4,160.08,ok,6.085
17168,9623.862,9635.4,9734.1,98.72,ok,10.937
10538,9648.149,9686.5,9736.9,50.37,ok,6.094
9990,9641.411,9687.0,9746.3,59.32,ok,4.877
7660,9658.437,9671.0,9754.8,83.77,ok,9.287
26712,9730.887,9731.5,9757.7,26.17,ok,4.167
14203,9706.585,9723.3,9765.8,42.52,ok,6.204
25425,9674.692,9721.5,9767.5,46.03,ok,6.844
5216,9570.38,9627.3,9791.1,163.8,ok,9.018
26144,9753.539,9765.6,9796.2,30.59,ok,5.155
15832,9727.13,9758.2,9810.0,51.83,ok,4.332
14438,9769.776,9791.2,9831.2,40.0,ok,16.772
6531,9784.354,9831.0,9862.0,31.04,ok,5.351
25315,9806.81,9852.7,9885.0,32.32,ok,6.928
26214,9813.298,9873.9,9893.9,19.95,ok,11.834
15077,9781.12,9849.3,9904.5,55.23,ok,6.057
26673,9754.731,9829.7,9916.2,86.54,ok,6.191
14569,9656.758,9810.2,9920.0,109.77,ok,6.463
25384,9675.921,9798.1,9930.4,132.31,ok,3.982
4399,9878.879,9894.1,9949.5,55.42,ok,9.415
26263,9890.288,9920.2,9969.6,49.47,ok,9.154
11028,9860.929,9875.2,9970.5,95.28,ok,9.43
26426,9884.942,9904.7,9992.0,87.29,ok,10.473
7559,9912.817,9916.4,10018.7,102.26,ok,6.838
10795,9911.642,9930.5,10024.4,93.92,ok,8.903
12343,9958.146,9970.6,10046.1,75.53,ok,10.105
25409,9982.33,9992.1,10062.5,70.47,ok,7.972
26324,9994.773,10018.8,10071.8,52.96,ok,6.679
10543,9887.8,9949.6,10086.0,136.35,ok,8.584
9057,9880.506,9936.0,10140.8,204.82,ok,8.166
25324,9972.977,10113.5,10150.4,36.88,ok,8.864
26658,9876.482,10066.0,10199.7,133.65,ok,7.441
7436,10056.973,10168.1,10209.9,41.76,ok,10.481
9876,10137.034,10186.3,10217.6,31.24,ok,8.714
25469,10072.423,10182.3,10223.6,41.24,ok,12.019
15243,10142.89,10207.1,10240.1,33.02,ok,7.635
26720,10195.983,10229.4,10273.1,43.64,ok,4.601
25527,10210.374,10247.3,10283.6,36.35,ok,6.517
17034,10007.766,10150.5,10301.5,151.0,ok,8.643
12050,10272.132,10273.1,10304.7,31.53,ok,5.465
10322,10201.683,10239.6,10324.8,85.15,ok,6.794
26741,10279.795,10283.7,10333.2,49.49,ok,5.668
22566,10289.086,10301.7,10347.8,46.16,ok,6.886
15014,10234.837,10258.6,10365.1,106.47,ok,8.358
25467,10278.638,10304.8,10397.6,92.8,ok,8.089
25752,10219.867,10253.3,10398.4,145.11,ok,4.742
15149,10258.706,10324.9,10420.5,95.55,ok,7.958
26240,10388.927,10398.6,10433.2,34.61,ok,9.204
26608,10373.984,10420.6,10444.4,23.83,ok,8.792
26414,10289.661,10347.9,10481.4,133.42,ok,7.758
11729,10301.637,10365.1,10487.2,122.04,ok,8.104
18656,10409.231,10433.3,10491.3,57.96,ok,9.028
17970,10375.403,10481.5,10497.0,15.51,ok,5.239
11810,10396.207,10459.6,10513.6,53.97,ok,11.328
25977,10317.158,10422.7,10532.9,110.22,ok,6.647
9953,10475.637,10516.2,10546.6,30.42,ok,7.503
25320,10455.493,10512.1,10551.1,38.91,ok,5.324
25545,10512.227,10523.4,10560.9,37.52,ok,12.528
25882,10476.266,10560.8,10606.6,45.75,ok,7.328
3609,9667.019,10011.4,,600,timeout,11.538
26256,10528.073,10607.8,10650.5,42.76,ok,10.694
13640,10524.945,10604.5,10674.9,70.38,ok,8.86
8569,10599.897,10686.0,10737.5,51.45,ok,10.757
18011,10608.879,10690.9,10750.2,59.34,ok,6.1
10087,10552.445,10679.2,10752.5,73.26,ok,9.817
11778,10633.866,10707.8,10771.3,63.5,ok,6.663
25648,10661.111,10721.7,10782.3,60.65,ok,3.568
14308,10721.697,10737.6,10782.4,44.83,ok,5.021
14451,10542.006,10724.3,10846.4,122.04,ok,10.172
12102,10723.018,10814.6,10866.1,51.47,ok,6.928
26373,10739.2,10844.4,10879.1,34.7,ok,6.492
14319,10738.601,10830.8,10908.7,77.92,ok,4.19
26486,10853.534,10884.6,10921.0,36.42,ok,6.075
8309,10860.32,10903.9,10939.3,35.46,ok,6.24
25470,10905.175,10920.1,10960.2,40.09,ok,5.514
10319,10296.561,10568.3,10967.3,398.99,ok,9.571
11614,10024.911,10407.1,10979.3,572.22,ok,5.1
26752,10927.514,10944.4,10993.2,48.78,ok,5.825
11800,10839.417,10883.3,10996.0,112.74,ok,8.022
26283,10897.824,10932.4,11006.6,74.21,ok,5.852
11844,10757.645,10863.1,11011.4,148.24,ok,1.916
12305,10945.361,10960.3,11014.2,53.95,ok,5.456
6388,10966.422,10978.1,11038.3,60.27,ok,4.978
25478,10960.31,11040.5,11079.4,38.84,ok,8.998
14738,10972.422,11031.5,11103.3,71.81,ok,5.679
16494,10828.28,10927.3,11125.8,198.46,ok,9.424
25344,10944.554,11048.2,11141.5,93.31,ok,11.795
25831,11024.967,11079.7,11148.0,68.22,ok,8.901
25834,11075.003,11084.3,11149.4,65.11,ok,12.973
17856,11092.568,11103.4,11162.8,59.37,ok,6.932
25498,10996.353,11058.8,11171.6,112.83,ok,10.088
25585,11091.293,11138.2,11198.8,60.57,ok,6.927
26165,11108.911,11153.9,11207.0,53.06,ok,7.683
25783,11088.849,11161.7,11238.1,76.34,ok,13.892
13132,10984.668,11075.8,11255.8,179.95,ok,13.707
10109,10991.998,11078.7,11276.6,197.92,ok,7.799
2895,11167.779,11184.0,11281.6,97.54,ok,6.146
25715,11186.126,11198.9,11282.4,83.56,ok,9.994
26520,11146.199,11160.3,11299.8,139.42,ok,4.884
13805,11241.735,11256.0,11311.1,55.11,ok,5.902
5114,11204.634,11207.1,11319.5,112.35,ok,6.632
11334,11205.962,11349.2,11394.2,45.01,ok,4.93
20054,11233.711,11342.3,11429.3,86.95,ok,5.734
17182,11151.77,11279.2,11452.0,172.7,ok,8.294
7857,11259.937,11386.6,11463.5,76.91,ok,4.346
26456,11239.684,11415.3,11477.4,62.07,ok,17.559
25305,11392.011,11426.0,11483.0,57.0,ok,12.148
10075,11218.24,11385.8,11485.0,99.22,ok,4.666
14904,11428.543,11452.5,11531.7,79.19,ok,10.203
11964,11430.015,11480.5,11533.2,52.7,ok,6.262
25804,11457.32,11500.6,11554.7,54.06,ok,4.598
26749,11184.055,11427.1,11586.5,159.38,ok,15.195
16495,11304.03,11446.8,11596.8,150.01,ok,14.301
6836,11514.7,11531.7,11615.7,83.94,ok,10.286
26040,11446.666,11486.8,11634.0,147.12,ok,4.106
10506,11508.428,11533.2,11649.0,115.8,ok,8.319
26353,11463.137,11508.2,11672.2,164.02,ok,17.221
12849,11457.596,11506.2,11679.6,173.38,ok,8.184
