qid,arrival,start,finish,runtime,status,predicted_slowdown
15092,7257.595,7370.7,7393.4,22.67,ok,5.635
15014,7194.376,7330.4,7412.9,82.48,ok,1.51
8925,7401.938,7425.8,7439.2,13.45,ok,1.884
10001,7324.52,7408.1,7447.1,38.97,ok,1.465
15015,7425.969,7449.9,7470.4,20.48,ok,3.002
17856,7427.716,7457.7,7472.3,14.61,ok,10.219
14569,7390.283,7422.0,7484.6,62.53,ok,0.832
11063,7466.688,7475.8,7505.3,29.51,ok,0.443
11598,7262.466,7395.0,7508.2,113.13,ok,1.395
7660,7489.986,7508.2,7528.2,20.04,ok,1.087
10075,7457.914,7477.7,7530.6,52.93,ok,1.762
10087,7460.035,7489.9,7548.8,58.9,ok,2.155
14308,7518.411,7548.8,7564.5,15.69,ok,1.954
7587,7521.206,7564.5,7576.0,11.47,ok,1.851
26752,7510.215,7576.0,7594.9,18.89,ok,1.825
12381,7508.182,7594.9,7633.1,38.16,ok,1.696
6107,7520.221,7528.2,7661.2,133.03,ok,0.554
25445,7530.126,7530.7,7675.6,144.93,ok,0.418
5765,7559.4,7675.6,7681.8,6.21,ok,0.626
25527,7550.377,7681.8,7696.3,14.46,ok,0.744
25467,7536.869,7633.1,7699.5,66.41,ok,1.552
26281,7649.012,7661.3,7713.7,52.42,ok,0.028
25804,7563.156,7699.5,7724.5,24.97,ok,0.7
26327,7577.478,7696.3,7732.2,35.95,ok,0.805
26818,7503.318,7732.3,7736.0,3.7,ok,1.079
25715,7654.397,7724.5,7739.0,14.51,ok,1.059
26324,7669.862,7739.0,7749.7,10.67,ok,2.067
14342,7632.878,7768.6,7785.9,17.35,ok,2.476
11822,7670.337,7765.6,7797.4,31.77,ok,1.707
4291,7796.954,7804.6,7813.7,9.19,ok,1.082
15149,7596.966,7750.5,7824.6,74.04,ok,0.848
26115,7503.556,7542.1,7846.9,304.81,ok,0.132
26783,7825.694,7846.9,7858.1,11.24,ok,1.916
15474,7807.001,7813.7,7858.6,44.76,ok,0.428
11555,7768.765,7818.9,7882.2,63.2,ok,0.903
15326,7834.487,7873.6,7905.4,31.73,ok,4.721
25885,7893.865,7905.4,7919.1,13.72,ok,1.429
5794,7805.288,7839.6,7925.7,86.07,ok,0.866
25937,7874.748,7925.7,7948.7,23.05,ok,1.383
15150,7877.156,7919.1,7977.4,58.31,ok,1.414
26022,7946.59,7948.7,7980.4,31.67,ok,0.148
26508,7868.916,7874.2,7993.7,119.51,ok,0.236
11439,7970.832,7977.4,7995.8,18.34,ok,0.335
26439,7951.831,7980.4,8013.7,33.29,ok,0.976
26787,7879.18,7882.2,8026.0,143.8,ok,0.555
26425,7996.288,8026.0,8041.5,15.54,ok,1.585
26368,7994.465,8041.5,8057.1,15.56,ok,1.556
26321,8043.758,8057.1,8073.1,16.05,ok,1.252
7488,7962.395,7993.7,8075.6,81.97,ok,1.049
25712,7925.75,8073.2,8076.2,3.08,ok,1.42
15010,7932.943,8005.2,8107.9,102.68,ok,1.526
25435,7907.07,8085.7,8117.2,31.47,ok,2.908
11082,8055.78,8094.9,8141.9,47.08,ok,1.09
26660,8085.872,8126.9,8152.7,25.81,ok,1.466
17922,8012.238,8041.5,8178.5,137.01,ok,1.169
25464,8135.169,8150.5,8197.5,47.01,ok,0.726
26517,8188.771,8197.5,8199.7,2.22,ok,0.016
26243,8169.153,8199.8,8203.5,3.7,ok,1.456
25629,8127.157,8161.3,8216.6,55.32,ok,1.325
25968,8204.427,8216.6,8226.6,9.98,ok,2.162
23711,8094.306,8150.1,8270.3,120.19,ok,0.415
10073,8194.393,8250.5,8276.5,26.07,ok,2.149
26496,8267.896,8270.3,8292.2,21.9,ok,1.111
25824,8250.481,8276.5,8293.1,16.53,ok,1.162
6107,8161.522,8202.4,8320.3,117.94,ok,1.231
12518,8200.014,8227.3,8341.9,114.6,ok,1.73
7073,8288.795,8341.9,8390.8,48.89,ok,1.284
26025,8278.975,8293.1,8392.1,98.99,ok,0.92
26067,8366.349,8390.8,8416.7,25.91,ok,0.346
5765,8280.314,8416.7,8422.8,6.06,ok,0.762
7565,8309.268,8422.8,8479.0,56.22,ok,0.773
25714,8476.798,8479.1,8491.7,12.68,ok,0.041
6373,8316.262,8491.8,8501.3,9.59,ok,0.557
9614,8403.287,8501.4,8515.8,14.4,ok,0.637
25445,8378.721,8392.1,8554.2,162.12,ok,0.352
26522,8277.541,8292.2,8557.7,265.5,ok,0.136
25788,8535.311,8557.7,8565.1,7.34,ok,0.229
25397,8319.281,8320.3,8594.4,274.13,ok,0.068
17471,8318.353,8515.8,8603.9,88.16,ok,0.612
26710,8522.964,8554.2,8642.5,88.32,ok,0.123
15697,8395.351,8594.4,8655.0,60.54,ok,0.485
13012,8485.045,8565.1,8673.5,108.38,ok,0.293
26281,8624.148,8642.6,8684.3,41.74,ok,0.033
25279,8533.67,8603.9,8685.0,81.06,ok,0.753
4383,8434.312,8684.3,8698.9,14.51,ok,0.425
26479,8522.172,8698.9,8713.6,14.75,ok,0.769
7587,8528.051,8713.7,8726.3,12.67,ok,0.738
26245,8605.165,8685.0,8738.1,53.05,ok,0.727
13237,8548.454,8738.1,8769.4,31.25,ok,0.575
10601,8558.326,8769.4,8778.8,9.39,ok,0.503
3955,8636.495,8655.0,8797.2,142.24,ok,0.277
9421,8545.932,8726.4,8799.6,73.19,ok,0.747
25631,8615.739,8673.5,8811.9,138.45,ok,0.396
26210,8592.977,8778.8,8824.1,45.33,ok,0.546
10001,8606.996,8812.0,8836.4,24.47,ok,0.687
26005,8689.814,8797.3,8843.8,46.57,ok,0.634
7787,8732.19,8843.9,8863.3,19.47,ok,0.662
26813,8672.956,8836.4,8865.9,29.47,ok,0.732
10229,8611.893,8863.4,8890.9,27.53,ok,0.61
25577,8702.018,8890.9,8903.7,12.82,ok,0.557
12381,8755.155,8865.9,8922.3,56.31,ok,0.681
3924,8864.107,8903.8,8925.3,21.51,ok,0.757
11598,8658.374,8799.6,8937.7,138.09,ok,0.606
11769,8917.639,8922.3,8939.6,17.32,ok,0.565
26637,8776.713,8925.3,8957.6,32.35,ok,0.745
9173,8814.89,8824.2,8975.8,151.6,ok,0.355
26614,8749.927,8957.7,8980.0,22.35,ok,0.646
25934,8824.378,8937.7,8986.6,48.92,ok,0.731
14075,8586.513,8986.6,8989.0,2.33,ok,0.764
26027,8843.845,8975.8,9009.4,33.57,ok,0.471
10948,8826.697,8989.0,9018.2,29.27,ok,0.897
7609,8937.502,8939.6,9046.1,106.49,ok,0.372
26668,8842.763,9009.4,9059.0,49.6,ok,0.624
12889,8930.423,9018.3,9062.0,43.73,ok,0.882
4601,8946.569,9062.0,9084.2,22.14,ok,0.667
15078,8716.103,9059.0,9089.6,30.62,ok,1.015
10653,8954.74,9084.2,9127.9,43.76,ok,0.722
13216,8949.138,8980.0,9128.0,147.99,ok,0.667
10260,9016.783,9046.1,9140.0,93.86,ok,0.93
15348,9003.179,9089.6,9151.4,61.75,ok,1.048
11482,8750.367,9128.0,9152.8,24.87,ok,0.823
5069,9128.156,9140.0,9157.2,17.19,ok,0.446
26382,9117.383,9157.3,9164.7,7.48,ok,1.192
18457,8821.376,9151.4,9168.7,17.26,ok,0.804
25871,9049.01,9152.9,9169.6,16.78,ok,0.619
17817,9166.767,9168.7,9178.7,9.99,ok,0.6
26805,9083.433,9164.8,9185.0,20.23,ok,1.224
4693,9051.547,9185.0,9207.5,22.5,ok,0.696
19186,9072.61,9169.7,9212.2,42.54,ok,0.718
25259,9091.708,9128.0,9213.2,85.19,ok,0.669
18038,9136.269,9212.2,9232.3,20.09,ok,0.729
14342,8960.622,9213.2,9232.4,19.12,ok,1.53
9618,9153.278,9232.4,9237.4,5.05,ok,1.702
14051,8919.083,9237.4,9239.5,2.1,ok,1.827
26818,9113.741,9239.6,9242.2,2.6,ok,3.818
12950,9073.375,9242.2,9243.1,0.97,ok,4.516
11512,9134.506,9243.1,9257.1,13.91,ok,4.671
4741,9249.714,9257.1,9270.8,13.68,ok,2.977
26718,9105.72,9232.3,9289.5,57.13,ok,1.138
18604,9250.559,9270.8,9291.8,21.04,ok,3.041
9000,9183.526,9207.5,9302.5,94.93,ok,0.716
15906,9177.994,9178.7,9305.5,126.77,ok,0.94
12982,9187.263,9305.6,9331.5,25.95,ok,4.403
26327,9319.458,9340.9,9354.6,13.73,ok,1.141
8198,9297.585,9325.6,9362.6,36.95,ok,1.014
24675,9358.489,9362.6,9375.4,12.77,ok,0.602
16115,9253.99,9312.6,9386.0,73.38,ok,3.917
23470,9074.652,9328.6,9397.3,68.66,ok,23.053
22624,9341.127,9375.4,9399.3,23.95,ok,0.622
8925,9366.938,9397.3,9417.5,20.16,ok,0.792
11399,9346.253,9354.6,9440.3,85.7,ok,0.712
17332,9369.013,9399.3,9471.8,72.48,ok,1.027
17875,9384.343,9417.5,9486.0,68.49,ok,1.064
15049,9419.714,9440.3,9514.0,73.66,ok,1.922
26112,9508.953,9514.0,9534.9,20.84,ok,0.824
9547,9447.628,9471.8,9543.6,71.79,ok,1.154
14018,9348.17,9543.6,9548.8,5.2,ok,1.004
8793,9413.156,9548.9,9560.9,12.04,ok,1.47
26294,9516.742,9534.9,9587.1,52.22,ok,0.883
8812,9503.826,9560.9,9589.0,28.05,ok,1.449
26810,9427.304,9589.0,9599.8,10.8,ok,0.651
11968,9480.722,9486.0,9618.1,132.07,ok,1.019
26276,9466.676,9618.1,9623.7,5.68,ok,0.639
15015,9456.224,9599.8,9624.0,24.19,ok,0.646
14674,9465.46,9623.8,9642.6,18.82,ok,0.68
25746,9472.309,9624.0,9653.8,29.76,ok,0.616
26201,9488.495,9653.8,9683.8,30.04,ok,1.134
26115,9380.421,9386.0,9687.6,301.61,ok,0.702
13458,9396.615,9687.6,9694.1,6.47,ok,1.604
5216,9570.38,9642.6,9701.8,59.17,ok,0.71
7660,9658.437,9701.8,9714.3,12.53,ok,2.504
17168,9623.862,9694.1,9726.3,32.16,ok,3.111
9990,9641.411,9714.3,9734.0,19.71,ok,2.404
25425,9674.692,9726.3,9739.0,12.69,ok,1.204
26712,9730.887,9734.1,9740.5,6.42,ok,0.894
14569,9656.758,9739.0,9767.3,28.28,ok,0.518
25384,9675.921,9740.5,9773.6,33.14,ok,2.283
26144,9753.539,9773.6,9778.3,4.68,ok,3.077
15092,9614.617,9778.3,9779.7,1.34,ok,3.268
10538,9648.149,9779.7,9780.5,0.81,ok,3.399
15832,9727.13,9780.5,9782.7,2.15,ok,4.086
15077,9781.12,9782.7,9791.3,8.64,ok,2.613
6531,9784.354,9791.3,9847.3,56.0,ok,2.427
26214,9813.298,9847.3,9855.8,8.5,ok,0.658
11063,9567.551,9587.2,9860.2,273.02,ok,0.834
25315,9806.81,9855.8,9866.5,10.69,ok,1.87
14203,9706.585,9860.2,9881.4,21.2,ok,1.979
11028,9860.929,9866.5,9893.4,26.84,ok,1.301
26658,9876.482,9881.4,9931.9,50.51,ok,0.366
9057,9880.506,9893.4,9961.7,68.34,ok,0.911
26673,9754.731,9767.3,9978.3,210.99,ok,0.422
25324,9972.977,9978.3,9983.0,4.67,ok,0.669
10543,9887.8,9931.9,9998.1,66.21,ok,0.607
4399,9878.879,9983.0,10012.6,29.66,ok,1.003
26263,9890.288,9998.1,10013.6,15.5,ok,1.024
26426,9884.942,9961.7,10025.3,63.53,ok,1.187
10795,9911.642,10012.7,10034.1,21.47,ok,1.41
17034,10007.766,10034.1,10052.7,18.51,ok,1.235
25409,9982.33,10052.7,10063.9,11.22,ok,1.545
14438,9769.776,10063.9,10066.3,2.44,ok,1.631
26324,9994.773,10066.4,10074.1,7.77,ok,1.611
7436,10056.973,10074.1,10083.6,9.44,ok,1.89
25469,10072.423,10083.6,10093.1,9.55,ok,1.924
12343,9958.146,10136.9,10138.9,1.93,ok,2.123
9876,10137.034,10138.9,10153.1,14.19,ok,2.368
15243,10142.89,10195.8,10196.7,0.89,ok,5.647
26720,10195.983,10196.7,10207.0,10.26,ok,1.569
10322,10201.683,10207.0,10222.7,15.69,ok,1.805
7559,9912.817,10100.2,10244.5,144.32,ok,1.35
25752,10219.867,10222.7,10253.8,31.12,ok,1.938
25527,10210.374,10253.8,10266.4,12.59,ok,1.606
15014,10234.837,10250.1,10294.1,43.91,ok,1.027
15149,10258.706,10272.0,10311.2,39.18,ok,2.018
26414,10289.661,10294.1,10324.9,30.81,ok,0.479
25977,10317.158,10324.9,10355.6,30.69,ok,0.347
10319,10296.561,10311.2,10367.0,55.73,ok,0.181
11614,10024.911,10117.5,10367.9,250.41,ok,0.486
3609,9667.019,9776.0,,600,timeout,0.817
26741,10279.795,10367.0,10396.3,29.34,ok,1.252
12050,10272.132,10396.3,10400.1,3.77,ok,1.039
26608,10373.984,10376.1,10404.4,28.31,ok,0.492
22566,10289.086,10400.1,10424.0,23.89,ok,1.085
26240,10388.927,10404.4,10424.9,20.47,ok,1.615
17970,10375.403,10424.9,10436.3,11.4,ok,3.938
11810,10396.207,10455.5,10479.7,24.22,ok,5.076
18656,10409.231,10443.2,10480.5,37.32,ok,2.309
11729,10301.637,10374.8,10486.1,111.36,ok,0.614
25467,10278.638,10412.9,10526.2,113.27,ok,0.872
9953,10475.637,10506.4,10531.8,25.49,ok,1.373
25882,10476.266,10505.5,10540.5,34.9,ok,0.764
25320,10455.493,10512.0,10542.6,30.65,ok,0.631
25545,10512.227,10535.7,10568.2,32.43,ok,0.387
26256,10528.073,10573.0,10620.3,47.34,ok,1.801
8569,10599.897,10620.3,10634.4,14.07,ok,0.732
18011,10608.879,10634.4,10640.5,6.12,ok,1.374
13640,10524.945,10602.0,10673.4,71.37,ok,1.398
11778,10633.866,10709.2,10733.8,24.6,ok,7.008
10087,10552.445,10668.4,10743.8,75.37,ok,1.986
25648,10661.111,10721.6,10744.4,22.72,ok,1.812
26373,10739.2,10743.8,10763.9,20.13,ok,1.89
14308,10721.697,10733.8,10769.0,35.23,ok,1.863
14319,10738.601,10803.5,10841.3,37.77,ok,3.403
12102,10723.018,10828.2,10851.3,23.09,ok,4.345
11844,10757.645,10823.1,10860.2,37.06,ok,0.488
26486,10853.534,10860.2,10872.8,12.64,ok,0.94
8309,10860.32,10897.6,10909.7,12.09,ok,1.493
14451,10542.006,10736.4,10926.6,190.19,ok,0.805
25470,10905.175,10926.6,10940.5,13.88,ok,2.341
26283,10897.824,10909.7,10949.7,39.98,ok,1.373
26752,10927.514,10940.5,10953.2,12.71,ok,2.474
11800,10839.417,10883.1,10975.9,92.82,ok,1.745
25344,10944.554,10956.7,10976.8,20.06,ok,0.915
12305,10945.361,10960.2,10982.2,22.06,ok,6.089
6388,10966.422,10976.8,11004.0,27.23,ok,1.113
25478,10960.31,10975.9,11016.0,40.1,ok,0.934
14738,10972.422,10982.2,11025.1,42.88,ok,2.007
16494,10828.28,10873.1,11043.5,170.39,ok,0.592
25831,11024.967,11074.8,11082.4,7.66,ok,0.297
25834,11075.003,11088.8,11093.7,4.9,ok,3.112
25783,11088.849,11093.7,11123.2,29.49,ok,0.969
26165,11108.911,11123.2,11136.9,13.7,ok,0.521
25498,10996.353,11062.7,11151.0,88.28,ok,1.875
25585,11091.293,11136.9,11155.7,18.81,ok,1.271
13132,10984.668,11041.6,11192.7,151.05,ok,1.077
10109,10991.998,11053.6,11206.9,153.24,ok,1.317
26520,11146.199,11151.0,11216.5,65.5,ok,1.179
17182,11151.77,11155.7,11226.5,70.78,ok,1.233
2895,11167.779,11206.9,11229.1,22.19,ok,0.644
25715,11186.126,11216.5,11240.7,24.15,ok,0.847
26456,11239.684,11240.7,11256.6,15.85,ok,0.086
5114,11204.634,11226.5,11268.4,41.91,ok,1.505
20054,11233.711,11256.6,11279.2,22.57,ok,0.795
7857,11259.937,11279.2,11292.7,13.53,ok,1.977
13805,11241.735,11268.5,11294.0,25.59,ok,1.639
17856,11092.568,11302.6,11308.3,5.77,ok,4.447
11334,11205.962,11382.9,11394.6,11.68,ok,4.101
10075,11218.24,11351.8,11434.4,82.61,ok,1.679
25305,11392.011,11428.4,11436.9,8.5,ok,2.141
26749,11184.055,11325.1,11466.2,141.11,ok,0.285
14904,11428.543,11444.1,11468.9,24.74,ok,8.504
11964,11430.015,11446.7,11471.8,25.14,ok,7.804
25804,11457.32,11471.8,11495.1,23.3,ok,1.233
16495,11304.03,11444.0,11542.3,98.22,ok,0.838
6836,11514.7,11542.3,11550.9,8.61,ok,0.685
26040,11446.666,11508.2,11581.3,73.07,ok,1.311
10506,11508.428,11550.9,11592.4,41.49,ok,1.447
26353,11463.137,11479.4,11594.4,115.07,ok,0.346
12849,11457.596,11482.0,11610.1,128.05,ok,0.598
